,1,1,001,000004,202507,,,工事未払金,工事未払金,村上建設,村上建設,,,,,,,9265,30,30,20,25851600,25851600,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,2,001,000004,202507,,,工事未払金,工事未払金,クボタ建設,クボタ建設,,,,,,,9266,30,30,20,23332720,23332720,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,3,001,000004,202507,,,工事未払金,工事未払金,河野組,河野組,,,,,,,9267,30,30,20,8391800,8391800,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,4,001,000004,202507,,,工事未払金,工事未払金,日本一運送,日本一運送,,,,,,,9268,30,30,20,5498000,5498000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,5,001,000004,202507,,,工事未払金,工事未払金,札幌北洋リ一ス,札幌北洋リ一ス,,,,,,,9269,30,30,20,2552000,2552000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,6,001,000004,202507,,,工事未払金,工事未払金,カナモト,カナモト,,,,,,,9270,30,30,20,1834404,1834404,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,7,001,000004,202507,,,工事未払金,工事未払金,函東工業,函東工業,,,,,,,9271,30,30,20,1449800,1449800,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,7,,,testuser
,1,8,001,000004,202507,,,工事未払金,工事未払金,カネサン岡田土建,カネサン岡田土建,,,,,,,9272,30,30,20,1375000,1375000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,8,,,testuser
,1,9,001,000004,202507,,,工事未払金,工事未払金,その他,その他,,,,,,,9273,30,30,20,7222675,7222675,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,9,,,testuser
,1,10,001,000004,202507,,,未払金,未払金,北海道エネルギー,北海道エネルギー,,,,,,,9274,30,30,20,9203391,9203391,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
,1,11,001,000004,202507,,,未払金,未払金,前組,前組,,,,,,,9275,30,30,20,3756500,3756500,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,,,testuser
,1,12,001,000004,202507,,,未払金,未払金,日神機械販売,日神機械販売,,,,,,,9276,30,30,20,3400359,3400359,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3,,,testuser
,1,13,001,000004,202507,,,未払金,未払金,日本サルヴェージ,日本サルヴェージ,,,,,,,9277,30,30,20,2614287,2614287,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4,,,testuser
,1,14,001,000004,202507,,,未払金,未払金,フジシン,フジシン,,,,,,,9278,30,30,20,1117746,1117746,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,5,,,testuser
,1,15,001,000004,202507,,,未払金,未払金,その他,その他,,,,,,,9273,30,30,20,5748804,5748804,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,6,,,testuser
,1,16,001,000004,202507,,,未成工事受入金,未成工事受入金,東洋建設,東洋建設,,,,,,,9279,30,30,20,4400000,4400000,,,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,1,,,testuser
